"user_id","tau","k_A","k_S","Delta_TE","TE_AtoS","TE_StoA","p_AtoS","q_AtoS","p_StoA","q_StoA"
"CDA3BBF7-6631-45E8-85BA-EEB416B32A3C","1","3","3","-0.0585440970474265","0.0111433492067866","0.0696874462542132","0.389","0.48625","1.0","1.0"
"1DBB0F6F-1F81-4A50-9DF4-CD62ACFA4842","1","6","6","-0.0618912026284589","0.0136005802530828","0.0754917828815417","0.579","0.6433333333333333","0.952","1.0"
"2C32C23E-E30C-498A-8DD2-0EFB9150A02E","1","6","6","-0.0621374710872008","0.0212633198661158","0.0834007909533167","0.002","0.004","0.736","1.0"
"3600D531-0C55-44A7-AE95-A7A38519464E","1","6","6","-0.0676117658939242","0.0061677180442502","0.0737794839381745","0.945","0.945","0.984","1.0"
"5152A2DF-FAF3-4BA8-9CA9-E66B32671A53","1","6","6","-0.0718758037318684","0.0065424799919549","0.0784182837238233","0.403","0.4477777777777778","0.995","1.0"
"A5CDF89D-02A2-4EC1-89F8-F534FDABDD96","1","6","6","-0.079283559484303","0.0152172651165825","0.0945008246008856","0.003","0.005","1.0","1.0"
"1155FF54-63D3-4AB2-9863-8385D0BD0A13","1","6","6","0.0051766232174108","0.055627730468979","0.0504511072515681","0.0947","0.23675","1.0","1.0"
"A5A30F76-581E-4757-97A2-957553A2C6AA","1","6","6","0.009347945398757","0.0497113362566115","0.0403633908578544","0.914","1.0","0.998","1.0"
"86A4F379-B305-473D-9D83-FC7D800180EF","2","1","1","-0.0041569777139434","0.0022517467605304","0.0064087244744739","0.46","0.7666666666666667","0.0965","0.24125"
"1155FF54-63D3-4AB2-9863-8385D0BD0A13","2","6","6","-0.0053364525488514","0.048204663207748","0.0535411157565994","0.718","0.999","1.0","1.0"
"7CE37510-56D0-4120-A1CF-0E23351428D2","2","1","1","-0.0076776405741575","0.0117051072153933","0.0193827477895508","0.0","0.0","0.0","0.0"
"CCAF77F0-FABB-4F2F-9E24-D56AD0C5A82F","2","1","1","-0.0110659094068387","0.0067593998096443","0.0178253092164831","0.002","0.006","0.0","0.0"
"78A91A4E-4A51-4065-BDA7-94755F0BB3BB","2","1","1","-0.0132675345480791","0.0052596258895599","0.0185271604376391","0.0","0.0","0.0","0.0"
"9759096F-1119-4E19-A0AD-6F16989C7E1C","2","1","1","-0.0150749895753379","0.004853854486574","0.0199288440619119","0.0159","0.053","0.0","0.0"
"96A358A0-FFF2-4239-B93E-C7425B901B47","2","5","5","-0.0156024805780228","0.0110215594676654","0.0266240400456883","0.755","0.8966666666666667","0.94","1.0"
"806289BC-AD52-4CC1-806C-0CDB14D65EB6","2","1","1","-0.0156339813904215","0.0076689959851187","0.0233029773755402","0.0","0.0","0.0","0.0"
"8023FE1A-D3B0-4E2C-A57A-9321B7FC755F","2","1","1","-0.0159255080272011","0.0067911516042775","0.0227166596314787","0.0","0.0","0.0","0.0"
"F50235E0-DD67-4F2A-B00B-1F31ADA998B9","2","6","6","-0.0164242979881811","0.0395757383100381","0.0560000362982192","0.0126","0.02835","1.0","1.0"
"B7F9D634-263E-4A97-87F9-6FFB4DDCB36C","2","1","1","-0.0164722853490937","0.0068107508209992","0.023283036170093","0.0","0.0","0.0","0.0"
"A76A5AF5-5A93-4CF2-A16E-62353BB70E8A","2","1","1","-0.0176525539104317","0.006794627402616","0.0244471813130478","0.006","0.03","0.0","0.0"
"00EABED2-271D-49D8-B599-1D4A09240601","2","6","6","-0.0181143193748364","0.0108849609058182","0.0289992802806546","1.0","1.0","1.0","1.0"
"5EF64122-B513-46AE-BCF1-E62AAC285D2C","2","6","6","-0.019956650402096","0.0121808845759847","0.0321375349780808","0.906","0.999","0.999","1.0"
"9DC38D04-E82E-4F29-AB52-B476535226F2","2","1","1","-0.0206650788684995","0.0048816251782181","0.0255467040467176","0.0859","0.15462","0.0","0.0"
"27E04243-B138-4F40-A164-F40B60165CF3","2","6","6","-0.0214095898269744","0.0111566891559449","0.0325662789829193","0.987","0.999","0.968","1.0"
"7D9BB102-A612-4E2A-8E22-3159752F55D8","2","6","6","-0.0230381340370611","0.0279243113005982","0.0509624453376594","0.753","0.8966666666666667","0.976","1.0"
"11B5EC4D-4133-4289-B475-4E737182A406","2","1","1","-0.0231103229772501","0.0057392287764213","0.0288495517536714","0.003","0.015","0.0","0.0"
"4E98F91F-4654-42EF-B908-A3389443F2E7","2","6","6","-0.0233157430758078","0.0144946140737065","0.0378103571495143","0.469","0.999","1.0","1.0"
"665514DE-49DC-421F-8DCB-145D0B2609AD","2","1","1","-0.0240259999297554","0.0051601416294947","0.0291861415592502","0.0353","0.08825","0.0","0.0"
"E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3","2","6","6","-0.025654632673261","0.0147851890130205","0.0404398216862816","0.955","0.955","0.922","1.0"
"99B204C0-DD5C-4BB7-83E8-A37281B8D769","2","6","6","-0.0269045031787855","0.014640833468449","0.0415453366472346","0.827","0.9188888888888888","1.0","1.0"
"74B86067-5D4B-43CF-82CF-341B76BEA0F4","2","6","6","-0.026939416185376","0.0113035946147935","0.0382430108001695","0.437","0.874","1.0","1.0"
"BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC","2","1","1","-0.0292632380424204","0.0068973300069151","0.0361605680493355","0.01","0.0249999999999999","0.0","0.0"
"4FC32141-E888-4BFF-8804-12559A491D8C","2","6","6","-0.0295826957792604","0.0155123771675415","0.045095072946802","0.903","1.0","0.318","0.636"
"CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC","2","6","6","-0.0297869142161756","0.0197755397814274","0.049562453997603","0.006","0.02","0.987","1.0"
"83CF687B-7CEC-434B-9FE8-00C3D5799BE6","2","1","1","-0.0303399025764654","0.0092373068725366","0.0395772094490021","0.0","0.0","0.0","0.0"
"ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2","2","6","6","-0.0350764390380902","0.0134987184645168","0.0485751575026071","0.387","0.874","0.679","1.0"
"0A986513-7828-4D53-AA1F-E02D6DF9561B","2","6","6","-0.0351878199871712","0.0100921740433338","0.045279994030505","0.898","0.955","1.0","1.0"
"59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2","2","6","6","-0.0362026506103923","0.0085846672261693","0.0447873178365617","0.704","0.764","1.0","1.0"
"B9724848-C7E2-45F4-9B3F-A1F38D864495","2","6","6","-0.0370801886430231","0.0121956723727567","0.0492758610157799","0.001","0.005","0.823","1.0"
"BEF6C611-50DA-4971-A040-87FB979F3FC1","2","6","6","-0.0376856525720252","0.020651782289274","0.0583374348612993","0.1613","0.8966666666666667","0.999","1.0"
"481F4DD2-7689-43B9-A2AA-C8772227162B","2","6","6","-0.0385036717998703","0.0092764199209942","0.0477800917208645","0.533","0.764","1.0","1.0"
"797D145F-3858-4A7F-A7C2-A4EB721E133C","2","6","6","-0.0391818454915208","0.023660237818694","0.0628420833102148","0.999","0.999","1.0","1.0"
"C48CE857-A0DD-4DDB-BEA5-3A25449B2153","2","6","6","-0.040775134861389","0.0131632175588576","0.0539383524202466","0.094","0.188","1.0","1.0"
"5119D0F8-FCA8-4184-A4EB-19421A40DE0D","2","6","6","-0.0413061932450135","0.0132669399651615","0.054573133210175","0.984","0.984","1.0","1.0"
"61976C24-1C50-4355-9C49-AAE44A7D09F6","2","6","6","-0.0430800015981913","0.0081391609592721","0.0512191625574634","0.543","0.8966666666666667","0.972","1.0"
"CA820D43-E5E2-42EF-9798-BE56F776370B","2","6","6","-0.0444287689608356","0.0099299904445487","0.0543587594053844","0.81","0.9188888888888888","1.0","1.0"
"59818CD2-24D7-4D32-B133-24C2FE3801E5","2","6","6","-0.0450218236884162","0.0171031613355663","0.0621249850239826","0.406","0.874","0.998","1.0"
"81536B0A-8DBF-4D8A-AC24-9543E2E4C8E0","2","6","6","-0.0462784060498661","0.0079928338460495","0.0542712398959157","0.764","0.764","1.0","1.0"
"61359772-D8D8-480D-B623-7C636EAD0C81","2","6","6","-0.0464731733139262","0.0110165288280699","0.0574897021419962","0.1133","0.2266","1.0","1.0"
"33A85C34-CFE4-4732-9E73-0A7AC861B27A","2","6","6","-0.047895661332655","0.0148176367173947","0.0627132980500497","0.779","0.8966666666666667","1.0","1.0"
"136562B6-95B2-483D-88DC-065F28409FD2","2","6","6","-0.0485333099011578","0.0132296846768906","0.0617629945780485","0.807","0.8966666666666667","1.0","1.0"
"098A72A5-E3E5-4F54-A152-BBDA0DF7B694","2","6","6","-0.0488216514331741","0.0062203015445539","0.055041952977728","0.495","0.8966666666666667","0.82","1.0"
"40E170A7-607B-4578-AF04-F021C3B0384A","2","6","6","-0.0491896873575287","0.0125898706212469","0.0617795579787756","0.186","0.874","0.1196","0.3986666666666666"
"FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF","2","6","6","-0.0511584049288464","0.0130951484923386","0.0642535534211851","0.532","0.999","0.955","1.0"
"1538C99F-BA1E-4EFB-A949-6C7C47701B20","2","6","6","-0.051980543871964","0.0077623649122771","0.0597429087842411","0.314","0.4485714285714286","0.999","1.0"
"0E6184E1-90C0-48EE-B25A-F1ECB7B9714E","2","6","6","-0.0522337252630674","0.0135482249129692","0.0657819501760367","0.727","0.727","0.995","0.995"
"0BFC35E2-4817-4865-BFA7-764742302A2D","2","6","6","-0.0542804478682549","0.0211126720249701","0.075393119893225","0.582","0.9042857142857144","0.922","1.0"
"D7D20E2E-FC78-405D-B346-DBD3FD8FC92B","2","6","6","-0.0551249581360293","0.0110508031265503","0.0661757612625797","0.8","0.8966666666666667","0.107","1.0"
"24E40C4C-A349-4F9F-93AB-01D00FB994AF","2","6","6","-0.0569085614076559","0.0163742311534184","0.0732827925610744","0.76","0.764","1.0","1.0"
"CDA3BBF7-6631-45E8-85BA-EEB416B32A3C","2","3","3","-0.0574719252600011","0.0109466409080355","0.0684185661680367","0.473","0.999","1.0","1.0"
"B09E373F-8A54-44C8-895B-0039390B859F","2","6","6","-0.0591104587442029","0.0053323206157313","0.0644427793599343","0.93","0.93","0.0","0.0"
"A7599A50-24AE-46A6-8EA6-2576F1011D81","2","6","6","-0.0612809216246333","0.0106549305704912","0.0719358521951245","0.695","0.8966666666666667","0.998","1.0"
"1DBB0F6F-1F81-4A50-9DF4-CD62ACFA4842","2","6","6","-0.0626104068034088","0.0134766655060109","0.0760870723094197","0.633","0.9042857142857144","0.934","1.0"
"2C32C23E-E30C-498A-8DD2-0EFB9150A02E","2","6","6","-0.0653432397783838","0.0171797761319345","0.0825230159103184","0.66","0.942857142857143","0.807","1.0"
"3600D531-0C55-44A7-AE95-A7A38519464E","2","6","6","-0.0660983791410238","0.0066616861946789","0.0727600653357028","0.795","0.955","0.984","1.0"
"5152A2DF-FAF3-4BA8-9CA9-E66B32671A53","2","6","6","-0.071831609124932","0.0067862752083733","0.0786178843333053","0.312","0.4485714285714286","0.992","1.0"
"A5CDF89D-02A2-4EC1-89F8-F534FDABDD96","2","6","6","-0.0838954127762428","0.007811989652158","0.0917074024284009","0.998","1.0","1.0","1.0"
"A5A30F76-581E-4757-97A2-957553A2C6AA","2","6","6","0.0162337957211786","0.0458504534231051","0.0296166577019264","0.985","0.999","1.0","1.0"
